word,classification,confidence,reason
चयन्,INCORRECT,HIGH,Suspicious: ends with halant
सांबर्,INCORRECT,HIGH,Suspicious: ends with halant
डिसएडवांटेजेस्,INCORRECT,HIGH,Suspicious: ends with halant
सॉफ्,INCORRECT,HIGH,Suspicious: ends with halant
इन्वॉल्व्,INCORRECT,HIGH,Suspicious: ends with halant
जेम्,INCORRECT,HIGH,Suspicious: ends with halant
कैरेक्,INCORRECT,HIGH,Suspicious: ends with halant
मशरूमस्,INCORRECT,HIGH,Suspicious: ends with halant
सुरुकाेत,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
मैें,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
चच्,INCORRECT,HIGH,Suspicious: ends with halant
के्,INCORRECT,HIGH,Suspicious: ends with halant
ककक,INCORRECT,HIGH,Invalid: triple character repetition
कहाम्,INCORRECT,HIGH,Suspicious: ends with halant
अटेम्प्,INCORRECT,HIGH,Suspicious: ends with halant
का्,INCORRECT,HIGH,Suspicious: ends with halant
एक्ककक,INCORRECT,HIGH,Invalid: triple character repetition
मंथस्,INCORRECT,HIGH,Suspicious: ends with halant
हेैट,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
सॉइक्ल्,INCORRECT,HIGH,Suspicious: ends with halant
अअअ.हहह.,INCORRECT,HIGH,Invalid: triple character repetition
गिराे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
मेटस्,INCORRECT,HIGH,Suspicious: ends with halant
इनवेस्,INCORRECT,HIGH,Suspicious: ends with halant
मैैने,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
फालोवर्,INCORRECT,HIGH,Suspicious: ends with halant
वैदर्,INCORRECT,HIGH,Suspicious: ends with halant
हाआआआआ,INCORRECT,HIGH,Invalid: triple character repetition
टोन्,INCORRECT,HIGH,Suspicious: ends with halant
विट्,INCORRECT,HIGH,Suspicious: ends with halant
मिनिम्,INCORRECT,HIGH,Suspicious: ends with halant
मिनिट्,INCORRECT,HIGH,Suspicious: ends with halant
भुल्,INCORRECT,HIGH,Suspicious: ends with halant
"हुआ,ह्म्",INCORRECT,HIGH,Suspicious: ends with halant
रीकवर्,INCORRECT,HIGH,Suspicious: ends with halant
करकेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
समंजस्,INCORRECT,HIGH,Suspicious: ends with halant
"हाँ,हहह।",INCORRECT,HIGH,Invalid: triple character repetition
कॉमिक्,INCORRECT,HIGH,Suspicious: ends with halant
एहहहह,INCORRECT,HIGH,Invalid: triple character repetition
ग्यारह्,INCORRECT,HIGH,Suspicious: ends with halant
शब्,INCORRECT,HIGH,Suspicious: ends with halant
धाे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
।ऋऋऋऋऋऋऋऋऋ।ऋ,INCORRECT,HIGH,Invalid: triple character repetition
मुर्,INCORRECT,HIGH,Suspicious: ends with halant
हमम्ममम।,INCORRECT,HIGH,Invalid: triple character repetition
गल्,INCORRECT,HIGH,Suspicious: ends with halant
वीडियोज्,INCORRECT,HIGH,Suspicious: ends with halant
पंन्द्रह्,INCORRECT,HIGH,Suspicious: ends with halant
नज़दीक्,INCORRECT,HIGH,Suspicious: ends with halant
स्टार्,INCORRECT,HIGH,Suspicious: ends with halant
आआआआआआआआ,INCORRECT,HIGH,Invalid: triple character repetition
ऑब्जर्व्,INCORRECT,HIGH,Suspicious: ends with halant
अपनेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
हहहसस,INCORRECT,HIGH,Invalid: triple character repetition
एक्सैंस्,INCORRECT,HIGH,Suspicious: ends with halant
हहहहहआई,INCORRECT,HIGH,Invalid: triple character repetition
उम्मीदेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
इम्बैरस्,INCORRECT,HIGH,Suspicious: ends with halant
अप्रत्,INCORRECT,HIGH,Suspicious: ends with halant
मनोरंजनक्,INCORRECT,HIGH,Suspicious: ends with halant
फलाेर,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
पकरम्,INCORRECT,HIGH,Suspicious: ends with halant
स्ट्रगल्,INCORRECT,HIGH,Suspicious: ends with halant
बर्दास्,INCORRECT,HIGH,Suspicious: ends with halant
अअअनन,INCORRECT,HIGH,Invalid: triple character repetition
रोबोटस्,INCORRECT,HIGH,Suspicious: ends with halant
मार्,INCORRECT,HIGH,Suspicious: ends with halant
कलिकस्,INCORRECT,HIGH,Suspicious: ends with halant
अचीवमेंट्,INCORRECT,HIGH,Suspicious: ends with halant
"हम्ममम,हु",INCORRECT,HIGH,Invalid: triple character repetition
हस्,INCORRECT,HIGH,Suspicious: ends with halant
जन्,INCORRECT,HIGH,Suspicious: ends with halant
तोअम्,INCORRECT,HIGH,Suspicious: ends with halant
मुन्,INCORRECT,HIGH,Suspicious: ends with halant
हुँउउउ,INCORRECT,HIGH,Invalid: triple character repetition
हां...मतलब,INCORRECT,HIGH,Invalid: triple character repetition
यस्,INCORRECT,HIGH,Suspicious: ends with halant
एब्स्,INCORRECT,HIGH,Suspicious: ends with halant
उहहहह,INCORRECT,HIGH,Invalid: triple character repetition
मेरेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
हीे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
...बिल्कुल,INCORRECT,HIGH,Invalid: triple character repetition
उन्होंनेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
कजन्,INCORRECT,HIGH,Suspicious: ends with halant
जीह्,INCORRECT,HIGH,Suspicious: ends with halant
या...लोगों,INCORRECT,HIGH,Invalid: triple character repetition
फ्रेशनेस्,INCORRECT,HIGH,Suspicious: ends with halant
पराम्,INCORRECT,HIGH,Suspicious: ends with halant
सबसेेेेेेेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
सकतेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
रखतेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
मुझेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
दुख...तो,INCORRECT,HIGH,Invalid: triple character repetition
कंट्रोल...,INCORRECT,HIGH,Invalid: triple character repetition
भी...नहीं,INCORRECT,HIGH,Invalid: triple character repetition
प्रीवियस्,INCORRECT,HIGH,Suspicious: ends with halant
स्पेेंड,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
एक्चचुअल्,INCORRECT,HIGH,Suspicious: ends with halant
हैं...कभी,INCORRECT,HIGH,Invalid: triple character repetition
उम्ममम..आपने,INCORRECT,HIGH,Invalid: triple character repetition
ओके...आपका,INCORRECT,HIGH,Invalid: triple character repetition
हूँ...हं,INCORRECT,HIGH,Invalid: triple character repetition
व्हीकल्,INCORRECT,HIGH,Suspicious: ends with halant
अ...कोमेडी,INCORRECT,HIGH,Invalid: triple character repetition
बाहर..अ...काफी,INCORRECT,HIGH,Invalid: triple character repetition
अह...अभी,INCORRECT,HIGH,Invalid: triple character repetition
तो...हम,INCORRECT,HIGH,Invalid: triple character repetition
लाक्,INCORRECT,HIGH,Suspicious: ends with halant
हम्ममम्म,INCORRECT,HIGH,Invalid: triple character repetition
"जाएगा...""",INCORRECT,HIGH,Invalid: triple character repetition
शिष्,INCORRECT,HIGH,Suspicious: ends with halant
मेेरे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
देेते,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
चुुब्बू,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
कैंडिडेटस्,INCORRECT,HIGH,Suspicious: ends with halant
शिक्षा...।,INCORRECT,HIGH,Invalid: triple character repetition
प्रोसेस्,INCORRECT,HIGH,Suspicious: ends with halant
चूूंकि,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
बाइजुस्,INCORRECT,HIGH,Suspicious: ends with halant
यद्,INCORRECT,HIGH,Suspicious: ends with halant
रीकुएस्,INCORRECT,HIGH,Suspicious: ends with halant
हा....हाॅ,INCORRECT,HIGH,Invalid: triple character repetition
देेेेेखिये,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
....जरूरी,INCORRECT,HIGH,Invalid: triple character repetition
करना...,INCORRECT,HIGH,Invalid: triple character repetition
कनेेक्शन,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
तेेल,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
अह...इतना,INCORRECT,HIGH,Invalid: triple character repetition
चीज्,INCORRECT,HIGH,Suspicious: ends with halant
एकक्,INCORRECT,HIGH,Suspicious: ends with halant
सेेेेेेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
तरक्,INCORRECT,HIGH,Suspicious: ends with halant
हाँ.....जी।,INCORRECT,HIGH,Invalid: triple character repetition
कढ़्,INCORRECT,HIGH,Suspicious: ends with halant
तो...तो,INCORRECT,HIGH,Invalid: triple character repetition
इमेजिन्,INCORRECT,HIGH,Suspicious: ends with halant
नेेचर,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
वग्,INCORRECT,HIGH,Suspicious: ends with halant
व्हाट्,INCORRECT,HIGH,Suspicious: ends with halant
जि्,INCORRECT,HIGH,Suspicious: ends with halant
थिंक...,INCORRECT,HIGH,Invalid: triple character repetition
पहाड़...,INCORRECT,HIGH,Invalid: triple character repetition
पूजा....फिर,INCORRECT,HIGH,Invalid: triple character repetition
बोलतेेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
टिप्स्,INCORRECT,HIGH,Suspicious: ends with halant
चेेटर्स,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
लेना...,INCORRECT,HIGH,Invalid: triple character repetition
है...दो,INCORRECT,HIGH,Invalid: triple character repetition
है...फाइन,INCORRECT,HIGH,Invalid: triple character repetition
वाेवा,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
शशशश,INCORRECT,HIGH,Invalid: triple character repetition
ह्म्म...,INCORRECT,HIGH,Invalid: triple character repetition
लेंगवेजस्,INCORRECT,HIGH,Suspicious: ends with halant
शुुभरात्रि,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
शाांत,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
आप...जी,INCORRECT,HIGH,Invalid: triple character repetition
मोटिवे़ट्,INCORRECT,HIGH,Suspicious: ends with halant
...उसको,INCORRECT,HIGH,Invalid: triple character repetition
हम....सही,INCORRECT,HIGH,Invalid: triple character repetition
विस्मय्,INCORRECT,HIGH,Suspicious: ends with halant
को...जो,INCORRECT,HIGH,Invalid: triple character repetition
हहह..,INCORRECT,HIGH,Invalid: triple character repetition
अय्,INCORRECT,HIGH,Suspicious: ends with halant
टास्क...,INCORRECT,HIGH,Invalid: triple character repetition
अ...चाचा,INCORRECT,HIGH,Invalid: triple character repetition
उसका...,INCORRECT,HIGH,Invalid: triple character repetition
भवेत्,INCORRECT,HIGH,Suspicious: ends with halant
दुःखभाग्,INCORRECT,HIGH,Suspicious: ends with halant
उन्हें...,INCORRECT,HIGH,Invalid: triple character repetition
भेेड़,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
आपकेेेेेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
रहेगी...,INCORRECT,HIGH,Invalid: triple character repetition
कंपैरिजन्,INCORRECT,HIGH,Suspicious: ends with halant
यूज़्,INCORRECT,HIGH,Suspicious: ends with halant
वगर्,INCORRECT,HIGH,Suspicious: ends with halant
सियेबस्,INCORRECT,HIGH,Suspicious: ends with halant
चम्पारन्,INCORRECT,HIGH,Suspicious: ends with halant
गोर्मेंन्,INCORRECT,HIGH,Suspicious: ends with halant
सिर्फ...,INCORRECT,HIGH,Invalid: triple character repetition
पीढ़ी....,INCORRECT,HIGH,Invalid: triple character repetition
सक्,INCORRECT,HIGH,Suspicious: ends with halant
कपड़ेेेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
घूम्,INCORRECT,HIGH,Suspicious: ends with halant
दूध्,INCORRECT,HIGH,Suspicious: ends with halant
अ...भीष्मपितामह,INCORRECT,HIGH,Invalid: triple character repetition
अख्ह...भाई,INCORRECT,HIGH,Invalid: triple character repetition
उन्होंने...,INCORRECT,HIGH,Invalid: triple character repetition
अर्केटेक्ट्,INCORRECT,HIGH,Suspicious: ends with halant
था....निरंजना,INCORRECT,HIGH,Invalid: triple character repetition
...होता,INCORRECT,HIGH,Invalid: triple character repetition
हां...यह,INCORRECT,HIGH,Invalid: triple character repetition
काॅर्पोरेट्,INCORRECT,HIGH,Suspicious: ends with halant
।ह्न्न्न्न्न्...!,INCORRECT,HIGH,Invalid: triple character repetition
फ़ैैमिलियर,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
ईज्,INCORRECT,HIGH,Suspicious: ends with halant
मक्,INCORRECT,HIGH,Suspicious: ends with halant
अग्,INCORRECT,HIGH,Suspicious: ends with halant
सार्,INCORRECT,HIGH,Suspicious: ends with halant
परोस्,INCORRECT,HIGH,Suspicious: ends with halant
इमैजिनेश्न्,INCORRECT,HIGH,Suspicious: ends with halant
दिल्,INCORRECT,HIGH,Suspicious: ends with halant
हम्म...बिलकुल।,INCORRECT,HIGH,Invalid: triple character repetition
रैदर्,INCORRECT,HIGH,Suspicious: ends with halant
आआह्,INCORRECT,HIGH,Suspicious: ends with halant
एप्रिसीएटस्,INCORRECT,HIGH,Suspicious: ends with halant
पपेट...,INCORRECT,HIGH,Invalid: triple character repetition
वेबसाइटस्,INCORRECT,HIGH,Suspicious: ends with halant
जो...ऐतिहासिक,INCORRECT,HIGH,Invalid: triple character repetition
हां...हा,INCORRECT,HIGH,Invalid: triple character repetition
सेटिस्,INCORRECT,HIGH,Suspicious: ends with halant
सेेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
यूूज,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
हममम...,INCORRECT,HIGH,Invalid: triple character repetition
तो...मैंने,INCORRECT,HIGH,Invalid: triple character repetition
लाइटस्,INCORRECT,HIGH,Suspicious: ends with halant
उम्म......खासकर,INCORRECT,HIGH,Invalid: triple character repetition
घु...आह,INCORRECT,HIGH,Invalid: triple character repetition
दुुकानदारों,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
पूंजीवाद...,INCORRECT,HIGH,Invalid: triple character repetition
पाांच,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
ग्रेज्येुसन,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
चेयर्,INCORRECT,HIGH,Suspicious: ends with halant
कप्,INCORRECT,HIGH,Suspicious: ends with halant
वगैैरह,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
डॉक्युमेंट्,INCORRECT,HIGH,Suspicious: ends with halant
बचपन...बचपना,INCORRECT,HIGH,Invalid: triple character repetition
लोगाे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
क्याेकि,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
सुधाराे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
आह.....नींबू,INCORRECT,HIGH,Invalid: triple character repetition
...वहां,INCORRECT,HIGH,Invalid: triple character repetition
लेेकिन,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
वक़्,INCORRECT,HIGH,Suspicious: ends with halant
आव्,INCORRECT,HIGH,Suspicious: ends with halant
दअअअ,INCORRECT,HIGH,Invalid: triple character repetition
नेेल,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
आ...उसी,INCORRECT,HIGH,Invalid: triple character repetition
तकरीबन...मेरा,INCORRECT,HIGH,Invalid: triple character repetition
आ....विज्ञापन,INCORRECT,HIGH,Invalid: triple character repetition
तास्,INCORRECT,HIGH,Suspicious: ends with halant
गरम्,INCORRECT,HIGH,Suspicious: ends with halant
मुुंशी,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
कंफ्यूूजन,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
मिनीमम्,INCORRECT,HIGH,Suspicious: ends with halant
हां...।,INCORRECT,HIGH,Invalid: triple character repetition
पॉट्,INCORRECT,HIGH,Suspicious: ends with halant
डिटेल्,INCORRECT,HIGH,Suspicious: ends with halant
घररर,INCORRECT,HIGH,Invalid: triple character repetition
भलेेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
इंसान...,INCORRECT,HIGH,Invalid: triple character repetition
पेेर,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
हूंहुन्नननं,INCORRECT,HIGH,Invalid: triple character repetition
हाँ...दीवाली,INCORRECT,HIGH,Invalid: triple character repetition
बेनिफिट्,INCORRECT,HIGH,Suspicious: ends with halant
मैममममम,INCORRECT,HIGH,Invalid: triple character repetition
....हाहाहाहा,INCORRECT,HIGH,Invalid: triple character repetition
ऐसेेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
जैसेेेेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
जी......।बहुत,INCORRECT,HIGH,Invalid: triple character repetition
ढूूँढना,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
हुंहहुंह.......अच्छा,INCORRECT,HIGH,Invalid: triple character repetition
है...सब,INCORRECT,HIGH,Invalid: triple character repetition
कलीग्,INCORRECT,HIGH,Suspicious: ends with halant
पूूूचका,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
सेेेफ़्टी,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
ह्हहह,INCORRECT,HIGH,Invalid: triple character repetition
आअ...आप,INCORRECT,HIGH,Invalid: triple character repetition
फेस्,INCORRECT,HIGH,Suspicious: ends with halant
स्कूूटी,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
बैंगलोर्,INCORRECT,HIGH,Suspicious: ends with halant
हेल्लो....,INCORRECT,HIGH,Invalid: triple character repetition
पहलेेेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
महसूूूस,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
खुुुुुद,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
हमनेेेेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
सेेेेेेेेेेेेेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
हहह्हह,INCORRECT,HIGH,Invalid: triple character repetition
समुन्,INCORRECT,HIGH,Suspicious: ends with halant
आइडियास्,INCORRECT,HIGH,Suspicious: ends with halant
स्ट्रेस्,INCORRECT,HIGH,Suspicious: ends with halant
इशूू,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
कमरेेेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
गेेम,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
"ग्राफिक...""",INCORRECT,HIGH,Invalid: triple character repetition
फृूट्स,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
आर्किटेक्,INCORRECT,HIGH,Suspicious: ends with halant
रहेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
भूञ्,INCORRECT,HIGH,Suspicious: ends with halant
आपने...,INCORRECT,HIGH,Invalid: triple character repetition
होोते,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
हाँ-हाँ...,INCORRECT,HIGH,Invalid: triple character repetition
बटेक्,INCORRECT,HIGH,Suspicious: ends with halant
कॉम्प्,INCORRECT,HIGH,Suspicious: ends with halant
मज़ेदर्,INCORRECT,HIGH,Suspicious: ends with halant
मम्ममम्मा,INCORRECT,HIGH,Invalid: triple character repetition
स्ल्लोव्,INCORRECT,HIGH,Suspicious: ends with halant
लकिन्,INCORRECT,HIGH,Suspicious: ends with halant
अनाउंसमेंट्,INCORRECT,HIGH,Suspicious: ends with halant
अनाउंसेमेंट्,INCORRECT,HIGH,Suspicious: ends with halant
कोल्ड्,INCORRECT,HIGH,Suspicious: ends with halant
लाेग,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
फिसेज्,INCORRECT,HIGH,Suspicious: ends with halant
ताकि...,INCORRECT,HIGH,Invalid: triple character repetition
मेेन-,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
बच्चेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
केैसे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
प्रोफेसर्,INCORRECT,HIGH,Suspicious: ends with halant
चैप्टरस्,INCORRECT,HIGH,Suspicious: ends with halant
हैं....ब..अम्,INCORRECT,HIGH,Invalid: triple character repetition
रिश्तेेेेेदारी,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
वव्,INCORRECT,HIGH,Suspicious: ends with halant
ओओ्,INCORRECT,HIGH,Suspicious: ends with halant
बताएं...जी,INCORRECT,HIGH,Invalid: triple character repetition
पअअअ,INCORRECT,HIGH,Invalid: triple character repetition
आपक्,INCORRECT,HIGH,Suspicious: ends with halant
हम्म....हां,INCORRECT,HIGH,Invalid: triple character repetition
डिश्,INCORRECT,HIGH,Suspicious: ends with halant
ररर,INCORRECT,HIGH,Invalid: triple character repetition
ाँ,INCORRECT,HIGH,Invalid: starts with vowel sign / nasal
जैसेेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
पसीनेेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
रिश्तेेेेदारर,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
खुुुद,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
ब्लाउज्,INCORRECT,HIGH,Suspicious: ends with halant
लिएू,INCORRECT,HIGH,Invalid: vowel sign after independent vowel
एनुअल्,INCORRECT,HIGH,Suspicious: ends with halant
ट्वेेंटी,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
अंनुअल्,INCORRECT,HIGH,Suspicious: ends with halant
चीजें...,INCORRECT,HIGH,Invalid: triple character repetition
परित्यजेत्,INCORRECT,HIGH,Suspicious: ends with halant
चोेबीस,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
पड़त्,INCORRECT,HIGH,Suspicious: ends with halant
हह्ह्ह्,INCORRECT,HIGH,Suspicious: ends with halant
मेेंटेन,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
बॉयज़्,INCORRECT,HIGH,Suspicious: ends with halant
सादनम्,INCORRECT,HIGH,Suspicious: ends with halant
कवीनामुपमश्रवस्तमम्,INCORRECT,HIGH,Suspicious: ends with halant
डेेढ़,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
फीलिंग्,INCORRECT,HIGH,Suspicious: ends with halant
रिसॉर्ट्,INCORRECT,HIGH,Suspicious: ends with halant
"तकनीकी...""",INCORRECT,HIGH,Invalid: triple character repetition
सीखीं...,INCORRECT,HIGH,Invalid: triple character repetition
किया...,INCORRECT,HIGH,Invalid: triple character repetition
एटीन्,INCORRECT,HIGH,Suspicious: ends with halant
हैल्,INCORRECT,HIGH,Suspicious: ends with halant
वगेैरा,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
विद्,INCORRECT,HIGH,Suspicious: ends with halant
स्किल्ससस,INCORRECT,HIGH,Invalid: triple character repetition
बेेहतर,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
ट्रांसपर्,INCORRECT,HIGH,Suspicious: ends with halant
हेहहहह,INCORRECT,HIGH,Invalid: triple character repetition
थिओरिटिकल्,INCORRECT,HIGH,Suspicious: ends with halant
हेहहह।,INCORRECT,HIGH,Invalid: triple character repetition
हेहहह,INCORRECT,HIGH,Invalid: triple character repetition
बीकॉस्,INCORRECT,HIGH,Suspicious: ends with halant
हेै,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
पेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
अकेेले,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
उसमें...,INCORRECT,HIGH,Invalid: triple character repetition
रुपए...,INCORRECT,HIGH,Invalid: triple character repetition
बताऊॅं,INCORRECT,HIGH,Invalid: vowel sign after independent vowel
समुथ्,INCORRECT,HIGH,Suspicious: ends with halant
है।मतलब...,INCORRECT,HIGH,Invalid: triple character repetition
इे,INCORRECT,HIGH,Invalid: vowel sign after independent vowel
याररर,INCORRECT,HIGH,Invalid: triple character repetition
स्थानीय्,INCORRECT,HIGH,Suspicious: ends with halant
कुुुछ,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
पाएं।...तो,INCORRECT,HIGH,Invalid: triple character repetition
विक्,INCORRECT,HIGH,Suspicious: ends with halant
अलाव्,INCORRECT,HIGH,Suspicious: ends with halant
दीम...और,INCORRECT,HIGH,Invalid: triple character repetition
वैसे...,INCORRECT,HIGH,Invalid: triple character repetition
अच्छअच्,INCORRECT,HIGH,Suspicious: ends with halant
केेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
झंडारोहन्,INCORRECT,HIGH,Suspicious: ends with halant
इनकीे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
हैैैैं,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
रहना...,INCORRECT,HIGH,Invalid: triple character repetition
इइइइ,INCORRECT,HIGH,Invalid: triple character repetition
एकस्,INCORRECT,HIGH,Suspicious: ends with halant
हैें,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
गड़बड्,INCORRECT,HIGH,Suspicious: ends with halant
अपन्,INCORRECT,HIGH,Suspicious: ends with halant
देखिए...,INCORRECT,HIGH,Invalid: triple character repetition
अपाहिज...,INCORRECT,HIGH,Invalid: triple character repetition
ावी,INCORRECT,HIGH,Invalid: starts with vowel sign / nasal
ाचा,INCORRECT,HIGH,Invalid: starts with vowel sign / nasal
बैठेेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
हाहाहा....हम्म...ठीक,INCORRECT,HIGH,Invalid: triple character repetition
एक्स्प्,INCORRECT,HIGH,Suspicious: ends with halant
फैम्,INCORRECT,HIGH,Suspicious: ends with halant
क्यूट्,INCORRECT,HIGH,Suspicious: ends with halant
चाइल्,INCORRECT,HIGH,Suspicious: ends with halant
सुकूून,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
आपकेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
अच्छा...चलिए,INCORRECT,HIGH,Invalid: triple character repetition
डेकोमेंट्,INCORRECT,HIGH,Suspicious: ends with halant
लाइन्,INCORRECT,HIGH,Suspicious: ends with halant
ऑन्,INCORRECT,HIGH,Suspicious: ends with halant
भटूरेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
शक्तिमान...,INCORRECT,HIGH,Invalid: triple character repetition
परिक्,INCORRECT,HIGH,Suspicious: ends with halant
बो्,INCORRECT,HIGH,Suspicious: ends with halant
निरंतार्,INCORRECT,HIGH,Suspicious: ends with halant
सर...शिक्षा,INCORRECT,HIGH,Invalid: triple character repetition
मयंमार्,INCORRECT,HIGH,Suspicious: ends with halant
औडिस...,INCORRECT,HIGH,Invalid: triple character repetition
